siempre	1012426,ADVERB
certero	3447,ADJECTIVE
fundido	3447,ADJECTIVE,PARTICIPLE
granada	3447,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
dilemas	3446,NOUN,PLURAL
aristas	3442,NOUN,PLURAL
alterna	3441,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
igualar	3439,VERB
retiene	3434,VERB,3PS,INFLECTED_FORM
acomoda	3433,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
agrupar	3432,VERB
caldera	3424,NOUN,ADJECTIVE,SINGULAR
guiones	3423,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
meterte	3422,VERB,INF
filetes	3419,NOUN,PLURAL
vendaje	3416,NOUN,SINGULAR
fisuras	3414,NOUN,VERB,PLURAL
abismos	3413,NOUN,PLURAL
desgana	3413,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
dictado	3411,NOUN,PARTICIPLE,SINGULAR
residen	3410,VERB
masajes	3409,NOUN,PLURAL
tallada	3409,PARTICIPLE
ingerir	3407,VERB
ocupara	3407,VERB,3PS,INFLECTED_FORM,SUBJ
tiraban	3407,VERB
herrero	3403,NOUN,SINGULAR
saludos	3402,NOUN,PLURAL
tocarme	3401,VERB,INF
gritado	3395,PARTICIPLE
despojo	3391,NOUN,VERB,SINGULAR
cribado	3390,NOUN,PARTICIPLE,SINGULAR
ofensas	3388,NOUN,PLURAL
acertar	3387,VERB
obreras	3385,ADJECTIVE,NOUN,PLURAL
fiereza	3384,NOUN,SINGULAR
afilado	3383,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
percibo	3382,NOUN,VERB,SINGULAR
ajustan	3379,VERB
jirones	3378,NOUN,PLURAL
portado	3377,PARTICIPLE
arraigo	3375,NOUN,VERB,SINGULAR
licores	3371,NOUN,PLURAL
pleitos	3370,NOUN,PLURAL
severos	3365,ADJECTIVE
ganamos	3363,VERB,INFLECTED_FORM,PAST
robarle	3363,VERB,INF
entrase	3362,VERB,3PS,INFLECTED_FORM,SUBJ
cambien	3359,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
reunida	3358,ADJECTIVE,PARTICIPLE
moviera	3357,VERB,3PS,INFLECTED_FORM,SUBJ
bocetos	3356,NOUN,PLURAL
consola	3353,NOUN,SINGULAR
nupcial	3336,ADJECTIVE
murmuro	3335,VERB
hormiga	3334,NOUN,SINGULAR
arcadas	3333,NOUN,PLURAL
baratas	3333,ADJECTIVE,NOUN,VERB,PLURAL
disipar	3333,VERB
mitades	3331,ADJECTIVE,NOUN,PLURAL
guiados	3330,ADJECTIVE,PARTICIPLE
ruidosa	3328,ADJECTIVE
juzgada	3321,PARTICIPLE
matones	3319,NOUN,PLURAL
detalla	3317,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
motoras	3314,ADJECTIVE,NOUN,PLURAL
tendida	3314,ADJECTIVE,PARTICIPLE
pierdan	3310,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
resuena	3308,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
ahondar	3307,VERB
reponer	3306,VERB
borroso	3305,ADJECTIVE
arregla	3294,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
glorias	3291,NOUN,PLURAL
aguanta	3290,INTERJECTION,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
lavanda	3290,NOUN,SINGULAR
centavo	3289,ADJECTIVE,NOUN,SINGULAR
heladas	3286,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
hundida	3286,PARTICIPLE
tambien	3286,ADVERB
suscita	3285,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
alteran	3282,VERB
contrae	3282,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
marchan	3281,VERB
pegarle	3278,VERB,INF
uniendo	3278,VERB,INFLECTED_FORM,PRES_PART
tapices	3277,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
deriven	3274,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
cheques	3272,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
preside	3264,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
adivina	3262,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
enseres	3262,NOUN,SINGULAR
hispana	3260,ADJECTIVE
voltear	3258,VERB
anclaje	3256,NOUN,SINGULAR
choques	3255,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
rendido	3255,ADJECTIVE,PARTICIPLE
inodoro	3253,ADJECTIVE,NOUN,SINGULAR
retablo	3249,NOUN,SINGULAR
agravio	3247,NOUN,VERB,SINGULAR
infamia	3246,NOUN,SINGULAR
pagaron	3242,VERB,INFLECTED_FORM,PAST
erudito	3241,ADJECTIVE,NOUN,SINGULAR
ideario	3240,NOUN,SINGULAR
traerme	3237,VERB,INF
tardaba	3236,VERB,3PS,INFLECTED_FORM
encajan	3230,VERB
herejes	3229,ADJECTIVE,NOUN,PLURAL
placebo	3229,NOUN,SINGULAR
estrato	3228,NOUN,SINGULAR
toxinas	3228,NOUN,PLURAL
bruscos	3227,ADJECTIVE
sabroso	3225,ADJECTIVE
desatar	3221,VERB
tostado	3217,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
tomarle	3213,VERB,INF
usuales	3211,ADJECTIVE
bandido	3210,NOUN,SINGULAR
esbelto	3210,ADJECTIVE
fugaces	3210,ADJECTIVE
duendes	3209,NOUN,PLURAL
traigan	3209,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
opinaba	3207,VERB,3PS,INFLECTED_FORM
autoras	3206,NOUN,PLURAL
derrame	3206,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
amargas	3205,ADJECTIVE,VERB
regente	3205,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
vitrina	3204,NOUN,SINGULAR
pusiste	3203,VERB,INFLECTED_FORM,PAST
emerger	3200,VERB
frotaba	3198,VERB,3PS,INFLECTED_FORM
abuelas	3197,NOUN,PLURAL
reparte	3196,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
cuellos	3195,NOUN,PLURAL
pegando	3189,VERB,INFLECTED_FORM,PRES_PART
termino	3185,VERB
huertos	3179,NOUN,PLURAL
ajetreo	3175,NOUN,VERB,SINGULAR
acentos	3174,NOUN,PLURAL
exprese	3173,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
malaria	3171,NOUN,SINGULAR
legados	3167,NOUN,PARTICIPLE,PLURAL
marcial	3164,ADJECTIVE
modelar	3162,VERB
curarse	3161,VERB,INF
magnate	3159,NOUN,SINGULAR
cesaron	3158,VERB,INFLECTED_FORM,PAST
innovar	3154,VERB
tallado	3153,NOUN,PARTICIPLE,SINGULAR
amuleto	3151,NOUN,SINGULAR
agendas	3148,NOUN,VERB,PLURAL
linajes	3145,NOUN,PLURAL
pliegue	3145,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
tequila	3140,NOUN,SINGULAR
emigrar	3136,VERB
exhiben	3136,VERB
deshace	3129,VERB,3PS,INFLECTED_FORM
jugamos	3124,VERB,INFLECTED_FORM,PAST
nublado	3120,ADJECTIVE,PARTICIPLE
metiera	3117,VERB,3PS,INFLECTED_FORM,SUBJ
emitida	3114,PARTICIPLE
pediste	3113,VERB,INFLECTED_FORM,PAST
hebreos	3112,ADJECTIVE,NOUN,PLURAL
forjado	3110,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
nodriza	3110,NOUN,SINGULAR
residir	3107,VERB
tiroteo	3102,NOUN,VERB,SINGULAR
angosto	3100,ADJECTIVE,VERB
arrojan	3094,VERB
lectora	3094,NOUN,ADJECTIVE,SINGULAR
verdoso	3094,ADJECTIVE
acostar	3092,VERB
quejido	3091,NOUN,SINGULAR
crearse	3090,VERB,INF
tenerme	3084,VERB,INF
tomarte	3083,VERB,INF
grillos	3081,NOUN,PLURAL
gozaban	3078,VERB
tiraron	3076,VERB,INFLECTED_FORM,PAST
liberan	3074,VERB
adictos	3072,ADJECTIVE,NOUN,PLURAL
ropajes	3070,NOUN,PLURAL
costera	3069,NOUN,ADJECTIVE,SINGULAR
perecer	3062,VERB
premura	3062,NOUN,SINGULAR
emotivo	3060,ADJECTIVE,NOUN,SINGULAR
exigido	3059,PARTICIPLE
rebajar	3059,VERB
enviara	3057,VERB,3PS,INFLECTED_FORM,SUBJ
gremios	3057,NOUN,PLURAL
albores	3055,NOUN,PLURAL
entrego	3053,NOUN,VERB,SINGULAR
glacial	3050,ADJECTIVE
tocarle	3049,VERB,INF
asesina	3045,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
aspiran	3045,VERB
movemos	3044,VERB
adaptan	3043,VERB
volaron	3043,VERB,INFLECTED_FORM,PAST
atreven	3037,VERB
decidan	3034,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
asaltos	3032,NOUN,PLURAL
fealdad	3029,NOUN,SINGULAR
fichero	3029,NOUN,SINGULAR
besarle	3028,VERB,INF
tiernos	3028,ADJECTIVE
vagando	3027,VERB,INFLECTED_FORM,PRES_PART
muletas	3026,NOUN,PLURAL
numeral	3026,NOUN,SINGULAR
postula	3020,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
eslogan	3016,NOUN,SINGULAR
zafarse	3016,VERB,INF
gozando	3015,VERB,INFLECTED_FORM,PRES_PART
gemelas	3013,ADJECTIVE,NOUN,PLURAL
atacaba	3006,VERB,3PS,INFLECTED_FORM
posando	3000,VERB,INFLECTED_FORM,PRES_PART
desmayo	2998,NOUN,VERB,SINGULAR
podrido	2998,ADJECTIVE,PARTICIPLE
complot	2995,NOUN,SINGULAR
ingente	2994,ADJECTIVE
tostada	2989,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
tocante	2988,ADJECTIVE
paramos	2983,VERB,FORM_OF,IMP,INFLECTED_FORM,PAST,SUBJ
mataban	2980,VERB
impidan	2978,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
matinal	2978,ADJECTIVE
mortero	2978,NOUN,SINGULAR
callaba	2977,VERB,3PS,INFLECTED_FORM
halagos	2977,NOUN,PLURAL
rotunda	2976,ADJECTIVE
debamos	2975,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
escupir	2974,VERB
colarse	2973,VERB,INF
epopeya	2973,NOUN,SINGULAR
podrida	2973,ADJECTIVE,PARTICIPLE
morfina	2967,NOUN,SINGULAR
pegadas	2965,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
puchero	2963,NOUN,SINGULAR
ciertos	2961,ADJECTIVE,DETERMINER
femoral	2959,ADJECTIVE
nocivos	2959,ADJECTIVE
cursiva	2958,NOUN,ADJECTIVE,SINGULAR
racista	2957,ADJECTIVE,NOUN,SINGULAR
funesto	2955,ADJECTIVE
ginebra	2951,NOUN,SINGULAR
veladas	2951,NOUN,PARTICIPLE,PLURAL
carroza	2949,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
cantera	2947,NOUN,SINGULAR
errante	2947,ADJECTIVE
rabioso	2947,ADJECTIVE
emotiva	2946,NOUN,ADJECTIVE,SINGULAR
intente	2940,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
sonoros	2934,ADJECTIVE
exentas	2933,ADJECTIVE,VERB
varonil	2928,ADJECTIVE
racimos	2924,NOUN,PLURAL
coloque	2923,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
convoca	2923,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
plagado	2922,ADJECTIVE,PARTICIPLE
cerezas	2919,ADJECTIVE,NOUN,PLURAL
aprieto	2916,NOUN,VERB,SINGULAR
usarlos	2915,VERB,INF
letrado	2914,ADJECTIVE,NOUN,SINGULAR
enclave	2913,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
utilizo	2912,VERB
gallego	2909,ADJECTIVE,NOUN,SINGULAR
deseosa	2908,ADJECTIVE
devengo	2906,NOUN,VERB,SINGULAR
acallar	2904,VERB
bostezo	2903,NOUN,VERB,SINGULAR
esperma	2903,NOUN,SINGULAR
fornido	2902,ADJECTIVE
cerrara	2901,VERB,3PS,INFLECTED_FORM,SUBJ
ganaban	2893,VERB
palmera	2893,NOUN,ADJECTIVE,SINGULAR
inmersa	2892,ADJECTIVE
quitara	2891,VERB,3PS,INFLECTED_FORM,SUBJ
retrete	2884,NOUN,SINGULAR
ejerzan	2882,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
respete	2878,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
neurona	2867,NOUN,SINGULAR
jeringa	2866,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
congoja	2865,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
levante	2861,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
cenando	2860,VERB,INFLECTED_FORM,PRES_PART
jugaron	2857,VERB,INFLECTED_FORM,PAST
acampar	2854,VERB
casamos	2853,VERB,INFLECTED_FORM,PAST
dedicas	2853,VERB
cultiva	2852,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
asegure	2848,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
mediada	2848,ADJECTIVE,PARTICIPLE
asfixia	2845,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
tirarse	2845,VERB,INF
bendiga	2836,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
torcido	2834,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
abatida	2833,ADJECTIVE,PARTICIPLE
rematar	2833,VERB
cogidos	2832,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
peleado	2830,PARTICIPLE
riberas	2830,ADJECTIVE,NOUN,PLURAL
adverso	2828,ADJECTIVE,VERB
besaron	2827,VERB,INFLECTED_FORM,PAST
quebrar	2826,VERB
mutismo	2825,NOUN,SINGULAR
quimera	2823,NOUN,SINGULAR
rotundo	2822,ADJECTIVE
periplo	2821,NOUN,SINGULAR
exigida	2820,PARTICIPLE
macetas	2819,NOUN,PLURAL
tenerle	2817,VERB,INF
rehacer	2816,VERB
amnesia	2813,NOUN,SINGULAR
casitas	2811,NOUN,PLURAL
fijaron	2811,VERB,INFLECTED_FORM,PAST
compuso	2807,VERB,3PS,INFLECTED_FORM,PAST
tiranos	2806,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
machete	2804,NOUN,SINGULAR
clavaba	2802,VERB,3PS,INFLECTED_FORM
fiebres	2801,NOUN,PLURAL
torneos	2801,NOUN,PLURAL
critica	2796,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sufrida	2796,ADJECTIVE,PARTICIPLE
escoria	2793,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
zozobra	2792,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
indigna	2790,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
juzgaba	2787,VERB,3PS,INFLECTED_FORM
cohetes	2786,NOUN,PLURAL
posaron	2785,VERB,INFLECTED_FORM,PAST
enmarca	2784,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
violado	2783,ADJECTIVE,PARTICIPLE
atroces	2782,ADJECTIVE
costara	2782,VERB,3PS,INFLECTED_FORM,SUBJ
dispuse	2778,VERB,INFLECTED_FORM,PAST
recelos	2778,NOUN,PLURAL
fragata	2777,NOUN,SINGULAR
grosera	2776,ADJECTIVE
sacarte	2775,VERB,INF
esmalte	2774,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
surgida	2774,PARTICIPLE
vasijas	2773,NOUN,PLURAL
lanchas	2770,NOUN,PLURAL
perdono	2770,VERB
fechado	2769,ADJECTIVE,PARTICIPLE
validar	2769,VERB
jesuita	2766,NOUN,ADJECTIVE,SINGULAR
trastos	2766,NOUN,PLURAL
bloquea	2758,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
aceptas	2754,VERB
hierros	2753,NOUN,PLURAL
reguero	2753,NOUN,SINGULAR
mojados	2752,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
paridad	2749,NOUN,SINGULAR
tocarse	2749,VERB,INF
cocidos	2747,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
fatigas	2745,NOUN,VERB,PLURAL
corrida	2744,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
soborno	2743,NOUN,VERB,SINGULAR
aludido	2741,ADJECTIVE,PARTICIPLE
enigmas	2739,NOUN,PLURAL
jugadas	2737,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
arribar	2736,VERB
temiera	2735,VERB,3PS,INFLECTED_FORM,SUBJ
gastaba	2732,VERB,3PS,INFLECTED_FORM
paganos	2732,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
falacia	2728,NOUN,SINGULAR
indulto	2717,NOUN,VERB,SINGULAR
tratada	2716,PARTICIPLE
criolla	2715,NOUN,ADJECTIVE,SINGULAR
ardilla	2712,NOUN,SINGULAR
asombra	2710,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
reduzca	2710,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
agallas	2708,NOUN,PLURAL
barroca	2708,ADJECTIVE
maldijo	2708,VERB,3PS,INFLECTED_FORM,PAST
barroco	2707,ADJECTIVE
abortos	2705,NOUN,PLURAL
encajes	2705,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
alfiler	2704,NOUN,SINGULAR
auditor	2702,NOUN,SINGULAR
inventa	2698,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sobraba	2698,VERB,3PS,INFLECTED_FORM
murales	2697,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
cocidas	2692,ADJECTIVE,PARTICIPLE
reviste	2692,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,PAST,SUBJ
bolsita	2691,NOUN,SINGULAR
pasemos	2689,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
bipolar	2682,ADJECTIVE
tisular	2677,ADJECTIVE
necedad	2675,NOUN,SINGULAR
tomemos	2675,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
consuma	2672,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
estorbo	2670,NOUN,VERB,SINGULAR
galante	2670,ADJECTIVE
rozaron	2670,VERB,INFLECTED_FORM,PAST
tiernas	2670,ADJECTIVE
cantado	2667,PARTICIPLE
replica	2667,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
alertas	2666,ADJECTIVE,NOUN,VERB,PLURAL
sofocar	2665,VERB
ordenan	2661,VERB
cartero	2660,NOUN,SINGULAR
faroles	2660,NOUN,PLURAL
gallega	2659,NOUN,ADJECTIVE,SINGULAR
resonar	2656,VERB
imponga	2654,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
faltara	2652,VERB,3PS,INFLECTED_FORM,SUBJ
trofeos	2652,NOUN,PLURAL
echarlo	2651,VERB,INF
adopten	2650,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
apagaba	2650,VERB,3PS,INFLECTED_FORM
cuencos	2648,NOUN,PLURAL
proteja	2648,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
moscada	2647,PARTICIPLE
colmena	2646,NOUN,SINGULAR
ahumado	2645,ADJECTIVE,PARTICIPLE
alzarse	2645,VERB,INF
barullo	2645,NOUN,SINGULAR
alienta	2639,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pausada	2635,ADJECTIVE,PARTICIPLE
pesaban	2634,VERB
optaron	2633,VERB,INFLECTED_FORM,PAST
rodillo	2633,NOUN,SINGULAR
alejara	2631,VERB,3PS,INFLECTED_FORM,SUBJ
pupitre	2628,NOUN,SINGULAR
sabrosa	2628,ADJECTIVE
gutural	2627,ADJECTIVE
sierras	2622,NOUN,VERB,PLURAL
servida	2620,PARTICIPLE
ganarme	2619,VERB,INF
cansaba	2617,VERB,3PS,INFLECTED_FORM
aguanto	2616,VERB
cornisa	2616,NOUN,SINGULAR
voltaje	2615,NOUN,SINGULAR
acepten	2614,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
llantos	2612,NOUN,PLURAL
injuria	2608,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
observe	2608,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
pulgada	2608,NOUN,SINGULAR
arquero	2607,NOUN,SINGULAR
desamor	2606,NOUN,SINGULAR
pagadas	2605,ADJECTIVE,PARTICIPLE
medirse	2603,VERB,INF
arcaico	2594,ADJECTIVE
retazos	2594,NOUN,PLURAL
explota	2592,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
diestro	2586,ADJECTIVE,NOUN,SINGULAR
esperes	2586,VERB,INFLECTED_FORM,SUBJ
latinas	2585,ADJECTIVE,NOUN,VERB,PLURAL
polacos	2584,ADJECTIVE,NOUN,PLURAL
obligue	2582,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
harapos	2578,NOUN,PLURAL
locutor	2576,NOUN,SINGULAR
clienta	2574,NOUN,SINGULAR
abrazan	2572,VERB
librero	2571,NOUN,SINGULAR
compete	2570,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
fatales	2570,ADJECTIVE
acarrea	2566,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
perciba	2565,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
tirador	2558,NOUN,SINGULAR
guiadas	2550,ADJECTIVE,PARTICIPLE
prueban	2550,VERB
dotadas	2548,ADJECTIVE,PARTICIPLE
reflujo	2548,NOUN,SINGULAR
biomasa	2547,NOUN,SINGULAR
alegato	2546,NOUN,SINGULAR
bandada	2546,NOUN,ADJECTIVE,SINGULAR
objetar	2543,VERB
planteo	2543,NOUN,VERB,SINGULAR
recados	2541,NOUN,PLURAL
escueta	2537,ADJECTIVE
evacuar	2536,VERB
otorgue	2536,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
maduras	2533,ADJECTIVE,VERB
recarga	2531,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
turbado	2529,PARTICIPLE
rogando	2528,VERB,INFLECTED_FORM,PRES_PART
anclado	2524,ADJECTIVE,PARTICIPLE
craneal	2524,ADJECTIVE
frescor	2524,NOUN,SINGULAR
cayeran	2523,VERB,INFLECTED_FORM,SUBJ
aztecas	2522,ADJECTIVE,NOUN,PLURAL
chillar	2522,VERB
pagarse	2518,VERB,INF
vivamos	2514,VERB,FORM_OF,IMP,INFLECTED_FORM,PAST,SUBJ
maqueta	2512,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
besarte	2511,VERB,INF
conceda	2510,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
usarlas	2510,VERB,INF
sudario	2509,NOUN,SINGULAR
azafata	2508,NOUN,SINGULAR
cogerla	2508,VERB,INF
espasmo	2508,NOUN,SINGULAR
meterlo	2508,VERB,INF
otomano	2507,ADJECTIVE,NOUN,SINGULAR
saludan	2507,VERB
prelado	2503,NOUN,SINGULAR
probada	2502,ADJECTIVE,PARTICIPLE
inertes	2501,ADJECTIVE
pesares	2501,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
posarse	2497,VERB,INF
tornaba	2497,VERB,3PS,INFLECTED_FORM
destina	2495,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
endeble	2495,ADJECTIVE
altivez	2492,NOUN,SINGULAR
culmina	2487,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
ganados	2486,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
buitres	2485,NOUN,PLURAL
atenuar	2484,VERB
higuera	2484,NOUN,SINGULAR
abrirme	2483,VERB,INF
guiando	2483,VERB,INFLECTED_FORM,PRES_PART
ingresa	2483,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
camping	2481,NOUN,SINGULAR
cohorte	2480,NOUN,SINGULAR
hidalgo	2480,ADJECTIVE,NOUN,SINGULAR
migajas	2476,NOUN,PLURAL
bolitas	2474,NOUN,PLURAL
asignan	2471,VERB
creaban	2470,VERB
aumente	2469,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
deforme	2468,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
devotos	2467,ADJECTIVE,NOUN,PLURAL
abadesa	2466,NOUN,SINGULAR
cuartas	2463,ADJECTIVE,NOUN,PLURAL
rendida	2462,ADJECTIVE,PARTICIPLE
cuidara	2459,VERB,3PS,INFLECTED_FORM,SUBJ
abortar	2457,VERB
doblaba	2457,VERB,3PS,INFLECTED_FORM
vidente	2456,NOUN,ADJECTIVE,SINGULAR
elector	2455,NOUN,SINGULAR
rosadas	2455,ADJECTIVE
oliendo	2454,VERB,INFLECTED_FORM,PRES_PART
culpaba	2453,VERB,3PS,INFLECTED_FORM
parches	2453,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
retiran	2451,VERB
limones	2450,NOUN,PLURAL
quiosco	2450,NOUN,SINGULAR
pierdes	2447,VERB
adecuar	2445,VERB
derrama	2445,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
sudeste	2443,NOUN,SINGULAR
espesas	2436,ADJECTIVE,VERB
renacer	2435,VERB
llegues	2434,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
adornar	2433,VERB
navidad	2432,PROPER NOUN,NOUN,SINGULAR
navales	2429,ADJECTIVE
mataran	2428,VERB,INFLECTED_FORM,SUBJ
biopsia	2427,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
ocurran	2426,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
vibraba	2425,VERB,3PS,INFLECTED_FORM
viruela	2425,NOUN,SINGULAR
matrona	2424,NOUN,SINGULAR
mecenas	2424,NOUN,SINGULAR
diploma	2423,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
adentra	2420,VERB,3PS,IMP,INFLECTED_FORM
naciste	2420,VERB,INFLECTED_FORM,PAST
operaba	2420,VERB,3PS,INFLECTED_FORM
operado	2420,ADJECTIVE,PARTICIPLE
fluvial	2419,ADJECTIVE
abrupto	2418,ADJECTIVE
mojadas	2417,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
refutar	2417,VERB
risitas	2417,NOUN,PLURAL
decidas	2411,VERB,INFLECTED_FORM,SUBJ
pusiese	2411,VERB,3PS,INFLECTED_FORM,SUBJ
ponente	2409,NOUN,SINGULAR
dedique	2406,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
trueque	2406,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
fotones	2404,NOUN,PLURAL
despues	2403,ADVERB
fijadas	2403,PARTICIPLE
cercado	2402,NOUN,PARTICIPLE,SINGULAR
renueva	2401,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
venidas	2400,NOUN,PARTICIPLE,PLURAL
robados	2399,ADJECTIVE,PARTICIPLE
imprime	2397,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
alcaide	2396,NOUN,SINGULAR
